"","Sex","ag","n_draw","prob_symptoms_str"
"700","Female","35-49",59,0.375884166006701
"701","Female","50+",59,0.451060999208041
"702","Female","<2",59,0.0751768332013402
"703","Male","15-24",59,0.225530499604021
"704","Male","2-14",59,0.15035366640268
"705","Male","25-34",59,0.300707332805361
"706","Male","35-49",59,0.375884166006701
"707","Male","50+",59,0.451060999208041
"708","Male","<2",59,0.0751768332013402
"709","Female","15-24",60,0.238349555354369
"710","Female","2-14",60,0.15889970356958
"711","Female","25-34",60,0.317799407139159
"712","Female","35-49",60,0.397249258923949
"713","Female","50+",60,0.476699110708739
"714","Female","<2",60,0.0794498517847898
"715","Male","15-24",60,0.238349555354369
"716","Male","2-14",60,0.15889970356958
"717","Male","25-34",60,0.317799407139159
"718","Male","35-49",60,0.397249258923949
"719","Male","50+",60,0.476699110708739
"720","Male","<2",60,0.0794498517847898
"721","Female","15-24",61,0.149648394015507
"722","Female","2-14",61,0.0997655960103382
"723","Female","25-34",61,0.199531192020676
"724","Female","35-49",61,0.249413990025845
"725","Female","50+",61,0.299296788031015
"726","Female","<2",61,0.0498827980051691
"727","Male","15-24",61,0.149648394015507
"728","Male","2-14",61,0.0997655960103382
"729","Male","25-34",61,0.199531192020676
"730","Male","35-49",61,0.249413990025845
"731","Male","50+",61,0.299296788031015
"732","Male","<2",61,0.0498827980051691
"733","Female","15-24",62,0.296502800075128
"734","Female","2-14",62,0.197668533383419
"735","Female","25-34",62,0.395337066766837
"736","Female","35-49",62,0.494171333458547
"737","Female","50+",62,0.593005600150256
"738","Female","<2",62,0.0988342666917093
"739","Male","15-24",62,0.296502800075128
"740","Male","2-14",62,0.197668533383419
"741","Male","25-34",62,0.395337066766837
"742","Male","35-49",62,0.494171333458547
"743","Male","50+",62,0.593005600150256
"744","Male","<2",62,0.0988342666917093
"745","Female","15-24",63,0.285321832598506
"746","Female","2-14",63,0.190214555065671
"747","Female","25-34",63,0.380429110131342
"748","Female","35-49",63,0.475536387664177
"749","Female","50+",63,0.570643665197013
"750","Female","<2",63,0.0951072775328355
"751","Male","15-24",63,0.285321832598506
"752","Male","2-14",63,0.190214555065671
"753","Male","25-34",63,0.380429110131342
"754","Male","35-49",63,0.475536387664177
"755","Male","50+",63,0.570643665197013
"756","Male","<2",63,0.0951072775328355
"757","Female","15-24",64,0.186567059334576
"758","Female","2-14",64,0.124378039556384
"759","Female","25-34",64,0.248756079112767
"760","Female","35-49",64,0.310945098890959
"761","Female","50+",64,0.373134118669151
"762","Female","<2",64,0.0621890197781919
"763","Male","15-24",64,0.186567059334576
"764","Male","2-14",64,0.124378039556384
"765","Male","25-34",64,0.248756079112767
"766","Male","35-49",64,0.310945098890959
"767","Male","50+",64,0.373134118669151
"768","Male","<2",64,0.0621890197781919
"769","Female","15-24",65,0.170750753824077
"770","Female","2-14",65,0.113833835882718
"771","Female","25-34",65,0.227667671765436
"772","Female","35-49",65,0.284584589706795
"773","Female","50+",65,0.341501507648154
"774","Female","<2",65,0.056916917941359
"775","Male","15-24",65,0.170750753824077
"776","Male","2-14",65,0.113833835882718
"777","Male","25-34",65,0.227667671765436
"778","Male","35-49",65,0.284584589706795
"779","Male","50+",65,0.341501507648154
"780","Male","<2",65,0.056916917941359
"781","Female","15-24",66,0.334390492246075
"782","Female","2-14",66,0.222926994830716
"783","Female","25-34",66,0.445853989661433
"784","Female","35-49",66,0.557317487076791
"785","Female","50+",66,0.668780984492149
"786","Female","<2",66,0.111463497415358
"787","Male","15-24",66,0.334390492246075
"788","Male","2-14",66,0.222926994830716
"789","Male","25-34",66,0.445853989661433
"790","Male","35-49",66,0.557317487076791
"791","Male","50+",66,0.668780984492149
"792","Male","<2",66,0.111463497415358
"793","Female","15-24",67,0.298956158783972
"794","Female","2-14",67,0.199304105855981
"795","Female","25-34",67,0.398608211711963
"796","Female","35-49",67,0.498260264639953
"797","Female","50+",67,0.597912317567944
"798","Female","<2",67,0.0996520529279906
"799","Male","15-24",67,0.298956158783972
"800","Male","2-14",67,0.199304105855981
"801","Male","25-34",67,0.398608211711963
"802","Male","35-49",67,0.498260264639953
"803","Male","50+",67,0.597912317567944
"804","Male","<2",67,0.0996520529279906
"805","Female","15-24",68,0.154926680928907
"806","Female","2-14",68,0.103284453952605
"807","Female","25-34",68,0.206568907905209
"808","Female","35-49",68,0.258211134881511
"809","Female","50+",68,0.309853361857814
"810","Female","<2",68,0.0516422269763023
"811","Male","15-24",68,0.154926680928907
"812","Male","2-14",68,0.103284453952605
"813","Male","25-34",68,0.206568907905209
"814","Male","35-49",68,0.258211134881511
"815","Male","50+",68,0.309853361857814
"816","Male","<2",68,0.0516422269763023
"817","Female","15-24",69,0.173558137657611
"818","Female","2-14",69,0.115705425105074
"819","Female","25-34",69,0.231410850210148
"820","Female","35-49",69,0.289263562762685
"821","Female","50+",69,0.347116275315222
"822","Female","<2",69,0.0578527125525371
"823","Male","15-24",69,0.173558137657611
"824","Male","2-14",69,0.115705425105074
"825","Male","25-34",69,0.231410850210148
"826","Male","35-49",69,0.289263562762685
"827","Male","50+",69,0.347116275315222
"828","Male","<2",69,0.0578527125525371
"829","Female","15-24",70,0.186600475813154
"830","Female","2-14",70,0.12440031720877
"831","Female","25-34",70,0.248800634417539
"832","Female","35-49",70,0.311000793021924
"833","Female","50+",70,0.373200951626309
"834","Female","<2",70,0.0622001586043848
"835","Male","15-24",70,0.186600475813154
"836","Male","2-14",70,0.12440031720877
"837","Male","25-34",70,0.248800634417539
"838","Male","35-49",70,0.311000793021924
"839","Male","50+",70,0.373200951626309
"840","Male","<2",70,0.0622001586043848
"841","Female","15-24",71,0.266104768714393
"842","Female","2-14",71,0.177403179142928
"843","Female","25-34",71,0.354806358285857
"844","Female","35-49",71,0.443507947857321
"845","Female","50+",71,0.532209537428785
"846","Female","<2",71,0.0887015895714642
"847","Male","15-24",71,0.266104768714393
"848","Male","2-14",71,0.177403179142928
"849","Male","25-34",71,0.354806358285857
"850","Male","35-49",71,0.443507947857321
"851","Male","50+",71,0.532209537428785
"852","Male","<2",71,0.0887015895714642
"853","Female","15-24",72,0.254743161802259
"854","Female","2-14",72,0.16982877453484
"855","Female","25-34",72,0.339657549069679
"856","Female","35-49",72,0.424571936337099
"857","Female","50+",72,0.509486323604519
"858","Female","<2",72,0.0849143872674198
"859","Male","15-24",72,0.254743161802259
"860","Male","2-14",72,0.16982877453484
"861","Male","25-34",72,0.339657549069679
"862","Male","35-49",72,0.424571936337099
"863","Male","50+",72,0.509486323604519
"864","Male","<2",72,0.0849143872674198
"865","Female","15-24",73,0.200162101394629
"866","Female","2-14",73,0.133441400929752
"867","Female","25-34",73,0.266882801859505
"868","Female","35-49",73,0.333603502324381
"869","Female","50+",73,0.400324202789257
"870","Female","<2",73,0.0667207004648762
"871","Male","15-24",73,0.200162101394629
"872","Male","2-14",73,0.133441400929752
"873","Male","25-34",73,0.266882801859505
"874","Male","35-49",73,0.333603502324381
"875","Male","50+",73,0.400324202789257
"876","Male","<2",73,0.0667207004648762
"877","Female","15-24",74,0.20368417867663
"878","Female","2-14",74,0.135789452451087
"879","Female","25-34",74,0.271578904902173
"880","Female","35-49",74,0.339473631127717
"881","Female","50+",74,0.40736835735326
"882","Female","<2",74,0.0678947262255433
"883","Male","15-24",74,0.20368417867663
"884","Male","2-14",74,0.135789452451087
"885","Male","25-34",74,0.271578904902173
"886","Male","35-49",74,0.339473631127717
"887","Male","50+",74,0.40736835735326
"888","Male","<2",74,0.0678947262255433
"889","Female","15-24",75,0.383434995130665
"890","Female","2-14",75,0.25562333008711
"891","Female","25-34",75,0.51124666017422
"892","Female","35-49",75,0.639058325217775
"893","Female","50+",75,0.76686999026133
"894","Female","<2",75,0.127811665043555
"895","Male","15-24",75,0.383434995130665
"896","Male","2-14",75,0.25562333008711
"897","Male","25-34",75,0.51124666017422
"898","Male","35-49",75,0.639058325217775
"899","Male","50+",75,0.76686999026133
"900","Male","<2",75,0.127811665043555
"901","Female","15-24",76,0.27374274814896
"902","Female","2-14",76,0.18249516543264
"903","Female","25-34",76,0.36499033086528
"904","Female","35-49",76,0.4562379135816
"905","Female","50+",76,0.54748549629792
"906","Female","<2",76,0.09124758271632
"907","Male","15-24",76,0.27374274814896
"908","Male","2-14",76,0.18249516543264
"909","Male","25-34",76,0.36499033086528
"910","Male","35-49",76,0.4562379135816
"911","Male","50+",76,0.54748549629792
"912","Male","<2",76,0.09124758271632
"913","Female","15-24",77,0.143667158809893
"914","Female","2-14",77,0.0957781058732622
"915","Female","25-34",77,0.191556211746524
"916","Female","35-49",77,0.239445264683156
"917","Female","50+",77,0.287334317619787
"918","Female","<2",77,0.0478890529366311
"919","Male","15-24",77,0.143667158809893
"920","Male","2-14",77,0.0957781058732622
"921","Male","25-34",77,0.191556211746524
"922","Male","35-49",77,0.239445264683156
"923","Male","50+",77,0.287334317619787
"924","Male","<2",77,0.0478890529366311
"925","Female","15-24",78,0.252488886089856
"926","Female","2-14",78,0.168325924059904
"927","Female","25-34",78,0.336651848119808
"928","Female","35-49",78,0.42081481014976
"929","Female","50+",78,0.504977772179712
"930","Female","<2",78,0.084162962029952
"931","Male","15-24",78,0.252488886089856
"932","Male","2-14",78,0.168325924059904
"933","Male","25-34",78,0.336651848119808
"934","Male","35-49",78,0.42081481014976
"935","Male","50+",78,0.504977772179712
"936","Male","<2",78,0.084162962029952
"937","Female","15-24",79,0.263517656344557
"938","Female","2-14",79,0.175678437563038
"939","Female","25-34",79,0.351356875126076
"940","Female","35-49",79,0.439196093907595
"941","Female","50+",79,0.527035312689114
"942","Female","<2",79,0.087839218781519
"943","Male","15-24",79,0.263517656344557
"944","Male","2-14",79,0.175678437563038
"945","Male","25-34",79,0.351356875126076
"946","Male","35-49",79,0.439196093907595
"947","Male","50+",79,0.527035312689114
"948","Male","<2",79,0.087839218781519
"949","Female","15-24",80,0.22010048602565
"950","Female","2-14",80,0.146733657350433
"951","Female","25-34",80,0.293467314700866
"952","Female","35-49",80,0.366834143376083
"953","Female","50+",80,0.4402009720513
"954","Female","<2",80,0.0733668286752166
"955","Male","15-24",80,0.22010048602565
"956","Male","2-14",80,0.146733657350433
"957","Male","25-34",80,0.293467314700866
"958","Male","35-49",80,0.366834143376083
"959","Male","50+",80,0.4402009720513
"960","Male","<2",80,0.0733668286752166
"961","Female","15-24",81,0.191644726801286
"962","Female","2-14",81,0.127763151200857
"963","Female","25-34",81,0.255526302401714
"964","Female","35-49",81,0.319407878002143
"965","Female","50+",81,0.383289453602571
"966","Female","<2",81,0.0638815756004286
"967","Male","15-24",81,0.191644726801286
"968","Male","2-14",81,0.127763151200857
"969","Male","25-34",81,0.255526302401714
"970","Male","35-49",81,0.319407878002143
"971","Male","50+",81,0.383289453602571
"972","Male","<2",81,0.0638815756004286
"973","Female","15-24",82,0.205255013829973
"974","Female","2-14",82,0.136836675886649
"975","Female","25-34",82,0.273673351773298
"976","Female","35-49",82,0.342091689716622
"977","Female","50+",82,0.410510027659947
"978","Female","<2",82,0.0684183379433245
"979","Male","15-24",82,0.205255013829973
"980","Male","2-14",82,0.136836675886649
"981","Male","25-34",82,0.273673351773298
"982","Male","35-49",82,0.342091689716622
"983","Male","50+",82,0.410510027659947
"984","Male","<2",82,0.0684183379433245
"985","Female","15-24",83,0.154601783360256
"986","Female","2-14",83,0.103067855573504
"987","Female","25-34",83,0.206135711147008
"988","Female","35-49",83,0.25766963893376
"989","Female","50+",83,0.309203566720512
"990","Female","<2",83,0.051533927786752
"991","Male","15-24",83,0.154601783360256
"992","Male","2-14",83,0.103067855573504
"993","Male","25-34",83,0.206135711147008
"994","Male","35-49",83,0.25766963893376
"995","Male","50+",83,0.309203566720512
"996","Male","<2",83,0.051533927786752
"997","Female","15-24",84,0.158244743401066
"998","Female","2-14",84,0.105496495600711
"999","Female","25-34",84,0.210992991201422
"1000","Female","35-49",84,0.263741239001777
"1001","Female","50+",84,0.316489486802133
"1002","Female","<2",84,0.0527482478003555
"1003","Male","15-24",84,0.158244743401066
"1004","Male","2-14",84,0.105496495600711
"1005","Male","25-34",84,0.210992991201422
"1006","Male","35-49",84,0.263741239001777
"1007","Male","50+",84,0.316489486802133
"1008","Male","<2",84,0.0527482478003555
"1009","Female","15-24",85,0.192199097130744
"1010","Female","2-14",85,0.128132731420496
"1011","Female","25-34",85,0.256265462840992
"1012","Female","35-49",85,0.32033182855124
"1013","Female","50+",85,0.384398194261487
"1014","Female","<2",85,0.0640663657102479
"1015","Male","15-24",85,0.192199097130744
"1016","Male","2-14",85,0.128132731420496
"1017","Male","25-34",85,0.256265462840992
"1018","Male","35-49",85,0.32033182855124
"1019","Male","50+",85,0.384398194261487
"1020","Male","<2",85,0.0640663657102479
"1021","Female","15-24",86,0.169176293401337
"1022","Female","2-14",86,0.112784195600892
"1023","Female","25-34",86,0.225568391201783
"1024","Female","35-49",86,0.281960489002229
"1025","Female","50+",86,0.338352586802675
"1026","Female","<2",86,0.0563920978004458
"1027","Male","15-24",86,0.169176293401337
"1028","Male","2-14",86,0.112784195600892
"1029","Male","25-34",86,0.225568391201783
"1030","Male","35-49",86,0.281960489002229
"1031","Male","50+",86,0.338352586802675
"1032","Male","<2",86,0.0563920978004458
"1033","Female","15-24",87,0.121533965648775
"1034","Female","2-14",87,0.0810226437658501
"1035","Female","25-34",87,0.1620452875317
"1036","Female","35-49",87,0.202556609414625
"1037","Female","50+",87,0.24306793129755
"1038","Female","<2",87,0.040511321882925
"1039","Male","15-24",87,0.121533965648775
"1040","Male","2-14",87,0.0810226437658501
"1041","Male","25-34",87,0.1620452875317
"1042","Male","35-49",87,0.202556609414625
"1043","Male","50+",87,0.24306793129755
"1044","Male","<2",87,0.040511321882925
"1045","Female","15-24",88,0.241222484929014
"1046","Female","2-14",88,0.160814989952676
"1047","Female","25-34",88,0.321629979905352
"1048","Female","35-49",88,0.40203747488169
"1049","Female","50+",88,0.482444969858028
"1050","Female","<2",88,0.0804074949763379
