Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Benin,BEN,117.74877732233,207.120597966059,222.692274402436,217.456302674407,210.711777650076,212.266235351563,215.738403320313,210.404876708984,212.435317993164,211.106674194336,205.382854907654,204.868568650122
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Bermuda,BMU,0.873403381161433,1.18434273972565,1.40246737743196,1.38070297151496,1.35237412323767,1.31113624572754,1.3166686296463,1.2727233171463,1.25638365745544,1.22146320343018,1.15182313324744,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Bhutan,BTN,5.76988051627684,11.3507514435355,18.6523909843043,18.5540349498169,18.7895935012333,19.1576099395752,19.4274578094482,19.5122108459473,18.9579467773438,19.6103916168213,19.3820884877905,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Bolivia,BOL,0.948284831398099,1.7962451928335,2.98222152129765,2.89461967008556,2.77929957475478,2.68458724021912,2.70201420783997,2.63906097412109,2.58266496658325,2.473956823349,2.42966081266613,2.38405548204567
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Bosnia and Herzegovina,BIH,0.000236623314922178,0.685164821474548,0.687254473403226,0.694141200658486,0.675592645843318,0.680729263250434,0.674483305758225,0.651095042397128,0.64300817007033,0.650537905636343,0.67184726342838,0.66728664015
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Botswana,BWA,0.865849483528228,1.83637885776685,4.26111911097054,4.39801690629992,4.53364620382533,4.68247842788696,4.78663778305054,4.83345651626587,4.73711633682251,4.81988048553467,5.16103888555681,5.08539302521326
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Brazil,BRA,1.15782219431751E-05,0.757895423863969,1.82485052496386,2.00586931129873,2.15597159643949,2.2096791267395,2.19759154319763,2.21644520759583,2.26491117477417,2.37927412986755,2.4132659496421,2.43687587390419
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,British Virgin Islands,VGB,..,..,1.06438324097038,1.07150204918829,1.05583141549163,1.02022969722748,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Brunei Darussalam,BRN,0.441547856095086,0.467872486309306,0.639973852632925,0.671476413971766,0.649816136215978,0.627636611461639,0.641614973545074,0.598504781723022,0.530513346195221,0.532498598098755,0.618042309395163,0.519406037460836
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Bulgaria,BGR,0.000689993081721717,0.535963389616538,0.661276129189449,0.678748014118628,0.666690282205691,0.676343930933592,0.680144565895468,0.675831035738438,0.675228525618504,0.687201251119323,0.731910324366598,0.73855396687
